Skills,Education,ID,Category
"Army, basic, bridges, inspection, Inspects, Marconi, Office, Radar, multi-meters, oscilloscopes, personnel, radio, Read, Safety, signal generators,","Diploma : 2001 University of *Strong Vincent HS ï¼​ City , State
Intermediate Electronic Principles, Keesler AFB, MS, 2010 *Telephone Central Office Repair, 1987 *HAZMAT Familiarization/Safety
Transport, 2007 *Forward Area Alerting Radar Repairer, 1990
Personal Information
Performed and supervised maintenance on manual, semiautomatic, and transportable communication systems. Excellent teaming skills Ability to
work independently and without direct supervision Excellent written and verbal communication skills Excellent organizational, administration, and computer skills (Microsoft Office Suite 2010). Able to show past pattern of success in influencing candidates to show interest in an organization.
Ability to evaluate process compliance, write/review CA/PA reports, perform root cause analysis and validate quality processes, responses, and
plans. Familiarity of ISO 9001:2008 & AS9100",30542184,ENGINEERING
"API, Approach, ATL, audio, backup, broadcast, C++, CLI, com, CA, Hardware, concept, Content, clients, documentation, dynamic HTML5,
editing, XML, FTP, functional, drawing, GUI, http, IDs, Innovation, explorer, IP, JavaScript, json, LAN, MB, C#, MFC, office, Win, Windows,
2000, migration, NAS, OOP, page, Proxy, rendering, SAN, Scrum, servers, specification, team management, threads, troubleshoot, Video,","M.S : Computer Science Illinois Institute of Technology ï¼​ City , State Computer Science
B.E : Electronics and Communication Engineering National Institute of Technology ï¼​ City , India Electronics and Communication Engineering
Products: http://www.imaginecommunications.com/products/playout/video-servers",31677347,ENGINEERING
"accounting software, AutoCAD, balance, budget, capital expenditures, handling cash, Civil Engineering, interpersonal communications, Consulting,
contracts, prepare contract, Client, customer care, DC, Design and Construction, Engineering Design, expense reports, filing, marketing research,","Bachelor of Science : Civil Engineer Civil 2014 George Mason University , City , State GPA: GPA: 3.82 Civil Engineer GPA: 3.82 Graduated and
walked in Spring 2014, one summer class to receive degree in December 2014 Civil engineering Courses: - Traffic Engineering - Transportation
Engineering - Highway Design and Construction - Structural Steel Design - Structural Analysis - Mechanics of Materials - Civil Engineering
Planning and Management - Land Development",31684925,ENGINEERING
"C#, ASP.NET, Visual Basic, Ms Visual Studio, Ms Office Suite (Word, Excel, Project, PowerPoint, Access, Outlook, Visio), Simulations using",,31694970,ENGINEERING
"Adobe Captivate, Blackboard, Business Objects, Clarity, Cerner, DOORS, eCHIMP, Eclipsys, EHRs, EPIC, HBOC, MACESS, IDX, I-MAX FACET, HEAT, SQL Server 2005, Cognos, ER/Studio, Mini-tab, Oracle, SAS, SharePoint Foundation 2007/2010, SPSS, and pcAnywhere.","Masters of Business Administration : Project Management 2011 NOVA SOUTHEASTERN UNIVERSITY DISS, Attending BRENAU
UNIVERSITY , City , State , US
Project Management
Bachelor of Science : Management Information Systems 2008 NORFOLK STATE UNIVERSITY , City , State , US
Management Information Systems
Associate of Science : Business Administration 2002 TIDEWATER COMMUNITY COLLEGE , City , State , US
Business Administration",32081266,ENGINEERING
"Experienced with Microsoft Office - Word, Excel, Outlook, SharePoint & Costpoint,","B.S. Degree : Progress , 01/2020
University of Alabama in Huntsville - City , State
2016
East Limestone High School - City , State
GPA: 3.98",32802563,ENGINEERING
"Programming Languages: C, SQL, Python, R, Tableau developer Tools: HP ALM Quality center, HP QTP, MS office, Trello- Project
management tool, Streak CRM.",,32985311,ENGINEERING
"Manufacturing, Assembly, Automation, Budget, Calibration, CNC, Coaching, MS Office Suite, MS Project, MS VIsio, MiniTab, Stat Graphics,","Master of Science : Mechanical Engineering UNIVERSITY OF VIRGINIA ï¼​ City , State
Bachelor of Arts : Physics and Biology COLBY COLLEGE ï¼​ City , State",33685075,ENGINEERING
,"Ph. D : Mechanical Engineering , April, 2015 University of Washington ï¼​ City , State GPA: GPA: 3.52 / 4.0 Mechanical Engineering GPA: 3.52 /
4.0 Dissertation: ""Design and Fabrication of Mechanical Resonance Based Scanning Endoscope""
M. S : Bio-Industrial Mechatronics Engineering , 2006 National Taiwan University ï¼​ City , Taiwan GPA: GPA: 3.9 / 4.0 Bio-Industrial
Mechatronics Engineering GPA: 3.9 / 4.0 Thesis: ""Integration and Fabrication of 2D Phononic Crystals and Surface Acoustic Wave Micro
Device""
B. S : Mechanical Engineering , 2003 National Central University Taiwan Mechanical Engineering",35172961,ENGINEERING
"A+, account management, Accounting, alpha, Application Development, Microsoft Applications, ATM, automation, B2B, billing, BIND, CAT 5,","CompTia Certification (In Progress) Enrolled A+, Cloud+, Network+ ,Security+, Linux+ ITT Tech Electronics and Communications Engineering
Technology & Software Development Baton Rouge , Louisiana Enrolled Enrolled and will
Graduate : 2018 BACHELOR DEGREE : Electronics and Communications Engineering Technology Electronics and Communications Engineering Technology
ASSOCIATE DEGREE : Software Development Glen Oaks High School Software Development
High School Diploma
Microsoft Certification Baton Rouge : May 2013 State
While attending Glen Oaks High, I enrolled into a Computer Hardware, Entry to Software Development, and Microsoft Office Certification
Course. These courses improved my knowledge in Computer Hardware and Software Development. Microsoft Office Certification - Received",35389360,ENGINEERING
"Book, budget 5, Budget, carpentry, coaching, communication skills, communication","Jan 2014Penn Foster school, course Revisions for the: national Electrical code, loads, Service, and Over current Protection. Mainstream
Engineering Corporation, EPA Section 608 Type Universal Certification. Mold Awareness & Inspection, Certificate : 01/1993
Central Piedmont College - City , State
Assemble, install, test, and maintain electrical or electronic wiring, equipment, appliances. Diagnose malfunctioning systems, apparatus, and
components, using test equipment and hand tools. Connect wires to circuit breakers, transformers, or other components. Inspect electrical
systems, equipment.
Associate Degree Course consisted of, electrical, electrical code, commercial & resident wiring, Physics, calculation, automatic controls, electrical
schematic, reading wiring diagrams, reading blueprint, industrial electronic & electrical, installing generators & sizing, wiring single and 3 phase,
havoc troubleshooting, first aid skills, direct & alternating current, communication skills.
ECM Maintenance, Certificate Orlando FL. Course consisted of Electrical codes update from the code book, theory, safety standards,
understanding fire alarm systems & installation. Florida Solar Energy School, Cocoa FL Certificate. Course consisted of Analysis site, designing
system & installing. Ashworth College, Norcross GA Certificate Course consisted of theory, general principles of refrigeration, fundamental factor,
mathematics for technicians, temperature & pressure, refrigeration cycle, Refrigerant recovery & recycling, troubleshooting refrigerant
problemsRitz Carlton Hotel, Training Management course, CA.Training consisted of customer services skills, listen & understanding customer,
problem-soling skills, leadership skills, communication skills, maintain calm regardless of customer's attitudes.",35651876,ENGINEERING
Work History,"Diploma : General Studies , 1 1986
Maury High School - State
General Studies
Industrial Maintenance Industrial Engineering, Production Engineering, Mechanical Engineering and Engineering Welding Fabrication, Industrial and
Tool Manufacturing Technology and Process Technology , Lamar Institute of Technology - City , State
GPA: GPA: 4.0 Industrial Maintenance GPA: 4.0 Industrial Engineering, Production Engineering, Mechanical Engineering and Engineering Welding
Fabrication, Industrial and Tool Manufacturing Technology and Process Technology",35737840,ENGINEERING
"Accounting, c, Civil Engineer, client, documentation, English, fast, front office, Director, meeting facilitation, meetings, Access, Excel, Mail,","2/1997
Business Certification Charter College ï¼​ City , State Dean's list 3 quarters) Present
International Business San Antonio College ï¼​ City , State International Business Member of SIFE (Students in Free Enterprise)",36149549,ENGINEERING
"GIS, lighting designs using Visual Professional, Access, Excel, Microsoft Office, Power Point","Bachelors : Information Technology June 2017 University of South Florida City , State GPA: GPA: 3.4
GPA: 3.4
Associates Degree February 2014 Hillsborough Community College City , State GPA: GPA: 3.7 GPA: 3.7
Principles of Accounting (GPA 3.8) Microsoft Office Certified Associate May 2011 Excel, Power Point, Word and Access May 2012 Tampa
Bay Technical High School",36517781,ENGINEERING
